,USER_ID,FEEDBACK_APP,Number FBs,Actual Frequency [%],Normal Frenquency,z ,,,FEEDBACK_VALUE,FEEDBACK_DATE,DATE,RTT,DOWNLOAD_LOSS_RATE,UPLOAD_LOSS_RATE,DOWNLOAD_JITTER,UPLOAD_JITTER,UDP_DOWNLOAD_THROUGHPUT,UDP_UPLOAD_THROUGHPUT,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID
0,025e04b0-196a-4dd0-9a9a-33b6fb8f19fd,5,1,0.010416667,0.348260402,-0.39002129,Mean,44.125,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,07d91f23-46c8-4e43-9faf-0c9706c1644e,2,1,0.020833333,0.348260402,-0.39002129,Std,110.570887,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,12048bbc-56ba-4070-9e40-abf32e1023c6,2,1,0.03125,0.348260402,-0.39002129,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,12116e97-7d56-4d5c-bbfa-b14379ebceb0,1,1,0.041666667,0.348260402,-0.39002129,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,385,1,0.052083333,0.348260402,-0.39002129,,,385,385,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
5,1ebec2b6-b0c1-443a-a6e2-04ec79497784,3,1,0.0625,0.348260402,-0.39002129,,,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6,1faa8e22-706c-409a-a13e-866b1c565105,3,1,0.072916667,0.348260402,-0.39002129,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,25be5348-d4b9-40e0-8271-bdd88dc6bde1,260,1,0.083333333,0.348260402,-0.39002129,,,260,260,256,256,256,256,256,256,256,251,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
8,26085c71-3a85-4ac0-8999-411dd70d478b,1,1,0.09375,0.348260402,-0.39002129,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
9,27a4efeb-a356-405d-8b88-b2e91db49393,1,1,0.104166667,0.348260402,-0.39002129,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,29e9f01b-1a8f-45d5-b16e-5725421c70ff,16,1,0.114583333,0.348260402,-0.39002129,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16
11,2c34ce6d-da91-4232-ac9c-5d9e6509fcad,1,1,0.125,0.348260402,-0.39002129,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,2d8046c6-adc9-4fe1-ab95-8ed857d6de23,14,1,0.135416667,0.348260402,-0.39002129,,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
13,2e604f35-a694-4898-b0e9-5cfbcd785fd4,1,1,0.145833333,0.348260402,-0.39002129,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,446db1c8-cef6-406f-986e-f297fb73547c,2,1,0.15625,0.348260402,-0.39002129,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4af0af67-83de-4746-9925-c488fa0ba763,1,1,0.166666667,0.348260402,-0.39002129,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,4be89ad5-1c0f-4f62-a838-614bcf2e9504,2,1,0.177083333,0.348260402,-0.39002129,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
17,4c16840b-c218-455a-8e5c-fbe800c40929,56,1,0.1875,0.348260402,-0.39002129,,,56,56,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,43
18,4d8f5198-c6e6-49b4-ac57-02c5a949638e,1,1,0.197916667,0.348260402,-0.39002129,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,4d9c211c-4fc8-48c5-993a-9845c6576a7e,4,1,0.208333333,0.348260402,-0.39002129,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,390,2,0.21875,0.35161004,-0.380977318,,,390,390,324,319,324,324,319,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324
21,5308483a-806b-4800-b734-4ae0d69515d9,3,2,0.229166667,0.35161004,-0.380977318,,,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
22,53e663c1-a56c-4ed2-8b22-e27483238935,38,2,0.239583333,0.35161004,-0.380977318,,,38,38,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,27,27,27,27,27,27,27,27,27,27,27
23,53fca48b-30c1-453e-b1ff-f543d6c6fde3,6,2,0.25,0.35161004,-0.380977318,,,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
24,547119ec-f0f8-4246-b8b6-db8a7c881e5c,132,2,0.260416667,0.35161004,-0.380977318,,,132,132,84,84,84,84,84,84,84,84,84,84,84,84,83,83,83,82,82,84,84,84,84,84,84,84,84,84,84,84
25,55ab9f6b-cbe2-4100-bfe3-0f5840cd4e9e,7,2,0.270833333,0.35161004,-0.380977318,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
26,565e3aef-0f46-4354-b31e-9d5f7b0be3e4,9,2,0.28125,0.35161004,-0.380977318,,,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
27,5c42bcca-ced2-43f8-96eb-2de0eaa8af69,302,2,0.291666667,0.35161004,-0.380977318,,,302,302,301,301,301,301,301,301,301,301,301,301,301,301,0,0,0,301,301,301,301,301,301,301,301,301,301,301,301,301
28,60902e68-2e7f-421b-b16f-7f11b9069e48,726,2,0.302083333,0.35161004,-0.380977318,,,726,726,556,556,556,556,556,556,549,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556
29,611d1316-f9d8-4bfb-be28-8db9f5f54a4f,1,2,0.3125,0.35161004,-0.380977318,,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,620624f1-35df-4afd-b833-187ed7cba840,32,2,0.322916667,0.35161004,-0.380977318,,,32,32,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
31,648a8aa5-dc0f-4fe4-9cbc-f9f76b9fe27f,31,2,0.333333333,0.35161004,-0.380977318,,,31,31,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
32,6953c3b1-0a0c-4388-8514-6c7f6157150d,5,2,0.34375,0.35161004,-0.380977318,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5
33,6cfafa61-7de1-4302-bf2d-f11611d8c99f,19,2,0.354166667,0.35161004,-0.380977318,,,19,19,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
34,6f9570a1-edeb-45f4-b84d-94b5853ad7b2,2,2,0.364583333,0.35161004,-0.380977318,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,6fbeb54d-bf6c-46a2-94d1-c68d29b8f1c4,4,2,0.375,0.35161004,-0.380977318,,,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36,7000ae39-a8e1-40e5-9db8-57bf2706ed27,1,3,0.385416667,0.354971238,-0.371933346,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,7213f535-20f5-4b5d-89ad-797706313265,6,3,0.395833333,0.354971238,-0.371933346,,,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
38,7442745f-653d-4e43-a326-e054beafebe2,16,3,0.40625,0.354971238,-0.371933346,,,16,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
39,754daaaf-101c-4f4e-abdc-b1e46ec88c97,4,3,0.416666667,0.354971238,-0.371933346,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40,77a801f9-152d-4aeb-aa04-cc3c67b974e6,1,3,0.427083333,0.354971238,-0.371933346,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
41,7b168c39-81aa-4c37-9ce0-c2eda18a424b,147,3,0.4375,0.354971238,-0.371933346,,,147,147,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132
42,7b73cf6f-ad81-434f-9631-00b6328c269d,325,3,0.447916667,0.354971238,-0.371933346,,,325,325,196,196,196,196,175,196,196,196,196,196,196,196,0,0,0,196,196,196,196,196,196,196,196,196,196,196,196,196
43,84a0d1eb-3ae9-4427-a391-655d2e292d77,12,3,0.458333333,0.354971238,-0.371933346,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
44,858f49c4-2d4b-43e3-85fb-e1a54de4ad18,3,4,0.46875,0.358343762,-0.362889374,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45,86778d4a-c2f6-4d95-8ed8-de5bb5f8eb4d,3,4,0.479166667,0.358343762,-0.362889374,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3
46,86ac0398-dca7-404a-bf79-4d23da9ec447,1,4,0.489583333,0.358343762,-0.362889374,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,88f5261d-a17c-4710-bc1c-0b9742d8a8b4,20,4,0.5,0.358343762,-0.362889374,,,20,20,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
48,8c587156-d604-48dd-b52a-ed79ccd17c85,1,5,0.510416667,0.361727373,-0.353845402,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,912525d0-1113-4b1e-9a7b-dc022ef005ba,3,5,0.520833333,0.361727373,-0.353845402,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
50,92fe326d-3e34-4fb0-87cb-c357ed318ae9,1,5,0.53125,0.361727373,-0.353845402,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,933c25ce-e1f1-418f-b3c2-27d1fb3cfd97,7,5,0.541666667,0.361727373,-0.353845402,,,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
52,967806a3-f2c5-4161-a6a5-f6dd8f1403ca,5,5,0.552083333,0.361727373,-0.353845402,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,1,1,1,1,5,5,5,5,5
53,9860c008-6ff1-4f10-938b-35500b5585f7,252,6,0.5625,0.365121829,-0.34480143,,,252,252,246,246,246,246,246,246,246,246,246,246,246,246,0,0,0,246,246,246,246,246,246,246,246,246,246,246,246,246
54,9a1161bd-9140-4c42-af7b-25f7423c73f1,1,6,0.572916667,0.365121829,-0.34480143,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,a1314b6f-eb35-4fb9-9ebc-6ece64ab23b0,5,7,0.583333333,0.368526886,-0.335757458,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5
56,a1a1cffb-831a-4875-b988-70e5dba5922c,1,7,0.59375,0.368526886,-0.335757458,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,a94b254f-3cfe-4420-93c8-85c8ebdd53cd,87,8,0.604166667,0.371942299,-0.326713487,,,87,87,46,46,46,46,46,46,39,46,46,46,46,46,22,22,22,46,46,46,46,46,46,46,46,46,46,46,46,46
58,aa4f5c32-7921-4659-b5b2-a4f7daf36df8,34,9,0.614583333,0.375367819,-0.317669515,,,34,34,21,21,21,21,21,21,21,17,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
59,ad78862c-50a7-41b1-aa93-df1dfd046a82,19,9,0.625,0.375367819,-0.317669515,,,19,19,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8
60,aebcc31b-34b5-4fef-bd52-d8fab9cfb9ed,1,12,0.635416667,0.385702495,-0.290537599,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,b058f43c-e2c3-4105-9c6a-d1bd49c3d5f8,3,13,0.645833333,0.389165908,-0.281493627,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,3
62,b33c9739-fe5b-4aa4-9fde-c6c3b8f386c0,41,14,0.65625,0.392638149,-0.272449655,,,41,41,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
63,b6c63e3d-98af-48b5-a54c-96c1e29bc788,17,14,0.666666667,0.392638149,-0.272449655,,,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
64,b74aad70-0b99-4c4f-a932-509b36ef7b7d,5,16,0.677083333,0.399608064,-0.254361711,,,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
65,b9e9b780-31e6-4bb0-97ea-26638b99e5a1,3,16,0.6875,0.399608064,-0.254361711,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
66,bdc27642-49e1-4c18-8ee9-a2594820d42e,2,17,0.697916667,0.403105209,-0.245317739,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
67,bdcf419d-07fa-446a-b6ae-8de32684f5cc,2,17,0.708333333,0.403105209,-0.245317739,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,be260862-e38b-46c7-a53f-17e3b8df7767,2,18,0.71875,0.406610121,-0.236273767,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
69,bef70f1d-f66c-4c58-b71e-df1b042f45c7,2,19,0.729166667,0.41012253,-0.227229795,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
70,c019347e-eedc-4e3e-8535-72e18a10dec8,8,19,0.739583333,0.41012253,-0.227229795,,,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
71,c0c8af31-ff32-4002-b20d-e6dc560327db,340,19,0.75,0.41012253,-0.227229795,,,340,340,211,211,211,211,211,211,211,208,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
72,c2a74091-369c-44e3-bd95-1388569b584a,19,20,0.760416667,0.413642165,-0.218185823,,,19,19,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
73,c4b170b5-3c2e-4b21-9845-65a734d8a5b4,2,20,0.770833333,0.413642165,-0.218185823,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2
74,cb209a0d-2ddc-4ed8-a64c-7227c761db78,2,21,0.78125,0.417168752,-0.209141851,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,33,31,0.791666667,0.452755674,-0.118702132,,,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
76,cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3,21,32,0.802083333,0.456340242,-0.10965816,,,21,21,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
77,cc947340-09b2-4715-ba25-4802e1caee2a,1,33,0.8125,0.459928367,-0.100614188,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,cd91e8ba-9a20-4753-8017-70dc3aac40ba,13,34,0.822916667,0.463519758,-0.091570216,,,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
79,d2b26cdd-5361-4d1b-bfe2-a26a6cd58b82,1,35,0.833333333,0.467114125,-0.082526244,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,dd22980d-3e25-4ebf-b797-af95dd728225,4,38,0.84375,0.477912157,-0.055394328,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
81,e16fa793-50d5-465a-b2c7-068092626b95,1,41,0.854166667,0.48872643,-0.028262412,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
82,e35dea78-39aa-418c-acc5-4ab11bac1f5d,18,56,0.864583333,0.542763049,0.107397167,,,18,18,14,14,14,14,14,14,13,14,14,14,14,14,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14
83,e5f2bf04-2774-4a35-bd9b-dc0a6467d82d,2,74,0.875,0.606492443,0.270188662,,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
84,e62be50b-39b9-4caf-b579-e6285da5e611,17,87,0.885416667,0.650903285,0.387760297,,,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
85,ea7e29a7-a322-4bf3-87d1-d042babf3def,9,92,0.895833333,0.667485407,0.432980157,,,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
86,ea8e3817-6329-408e-8b03-71e7dac3e412,92,132,0.90625,0.78661734,0.794739035,,,92,92,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
87,eb016dd1-69f6-4180-9b65-3c69414f5690,2,147,0.916666667,0.823917632,0.930398614,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,35,252,0.927083333,0.969947029,1.880015668,,,35,35,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
89,eed2a615-1246-425c-b9ce-48827baef5d6,14,260,0.9375,0.974552702,1.952367444,,,14,14,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10
90,eef9693b-8897-4e8a-b33e-d6659b104202,2,302,0.947916667,0.990155289,2.332214265,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
91,f0892603-9eeb-4c9a-b1eb-2b24dc61887b,2,325,0.958333333,0.994460951,2.54022562,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
92,f4696e76-f4df-49e4-8816-a6f6858d9e2c,2,340,0.96875,0.996273391,2.675885199,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
93,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,74,385,0.979166667,0.998974906,3.082863937,,,74,74,64,64,64,64,64,64,64,56,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
94,f825843e-6038-45a4-8259-4f5f71863394,1,390,0.989583333,0.99912025,3.128083797,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,ff2e8e7a-2ce0-494e-8221-0e3260f877f7,20,726,1,1,6.16685837,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20